Public Food Key,Classification,Category,Categoría,Food Name,Nombre en español,"Energy, with dietary fibre (kJ)","Energy, with dietary fibre (kcal)","Energy, without dietary fibre (kJ)","Energy, without dietary fibre (kcal)",Moisture (water) (g),Protein (g),Nitrogen (g),Total fat (g),Ash (g),Total dietary fibre (g),Alcohol (g),Fructose (g),Glucose (g),Sucrose (g),Maltose (g),Lactose (g),Galactose (g),Maltotriose (g),Total sugars (g),Added sugars (g),Free sugars (g),Starch (g),Dextrin (g),Glycerol (g),Glycogen (g),Inulin (g),Mannitol (g),Maltodextrin (g),Oligosaccharides (g),Raffinose (g),Stachyose (g),Sorbitol (g),Resistant starch (g),"Available carbohydrate, without sugar alcohols (g)","Available carbohydrate, with sugar alcohols (g)",Acetic acid (g),Citric acid (g),Fumaric acid (g),Lactic acid (g),Malic acid (g),Oxalic acid (g),Propionic acid (g),Quinic acid (g),Succinic acid (g),Tartaric acid (g),Aluminium (Al) (ug),Antimony (Sb) (ug),Arsenic (As) (ug),Cadmium (Cd) (ug),Calcium (Ca) (mg),Chromium (Cr) (ug),Chloride (Cl) (mg),Cobalt (Co) (ug),Copper (Cu) (mg),Fluoride (F) (ug),Iodine (I) (ug),Iron (Fe) (mg),Lead (Pb) (ug),Magnesium (Mg) (mg),Manganese (Mn) (mg),Mercury (Hg) (ug),Molybdenum (Mo) (ug),Nickel (Ni) (ug),Phosphorus (P) (mg),Potassium (K) (mg),Selenium (Se) (ug),Sodium (Na) (mg),Sulphur (S) (mg),Tin (Sn) (ug),Zinc (Zn) (mg),Retinol (preformed vitamin A) (ug),Alpha-carotene (ug),Beta-carotene (ug),Cryptoxanthin (ug),Beta-carotene equivalents (provitamin A) (ug),Vitamin A retinol equivalents (ug),Lutein (ug),Lycopene (ug),Xanthophyl (ug),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Niacin derived from tryptophan (mg),Niacin derived equivalents (mg),Pantothenic acid (B5) (mg),Pyridoxine (B6) (mg),Biotin (B7) (ug),Cobalamin (B12) (ug),"Folate, natural (ug)",Folic acid (ug),Total folates (ug),Dietary folate equivalents (ug),Vitamin C (mg),Cholecalciferol (D3) (ug),Ergocalciferol (D2) (ug),25-hydroxy cholecalciferol (25-OH D3 (ug),25-hydroxy ergocalciferol (25-OH D2) (ug),Vitamin D3 equivalents (ug),Alpha tocopherol (mg),Alpha tocotrienol (mg),Beta tocopherol (mg),Beta tocotrienol (mg),Delta tocopherol (mg),Delta tocotrienol (mg),Gamma tocopherol (mg),Gamma tocotrienol (mg),Vitamin E (mg),C4 (%),,C6 (%),,C8 (%),,C10 (%),,C11 (%),,C12 (%),,C13 (%),,C14 (%),,C15 (%),,C16 (%),,C17 (%),,C18 (%),,C19 (%),,C20 (%),,C21 (%),,C22 (%),,C23 (%),,C24 (%),,Total saturated fatty acids (%),,C12:1 (%),,C14:1 (%),,C15:1 (%),,C16:1 (%),,C17:1 (%),,C18:1 (%),,C20:1 (%),,C22:1 (%),,C24:1 (%),,Total monounsaturated fatty acids (%),,C16:2w4 (%),,C16:3 (%),,C18:2w6 (%),,C18:3w3 (%),,C18:3w4 (%),,C18:3w6 (%),,C18:4w1 (%),,C18:4w3 (%),,C20:2w6 (%),,C20:3w3 (%),,C20:3w6 (%),,C20:4w3 (%),,C20:4w6 (%),,C20:5w3 (%),,C22:2w6 (%),,C22:4w6 (%),,C22:5w3 (%),,C22:5w6 (%),,C22:6w3 (%),,Other polyunsaturated fatty acids (%),,Total polyunsaturated fatty acids (%),,Total long chain omega 3 fatty acids (%),,Total undifferentiated fatty acids (%),,Total trans fatty acids (%),,Caffeine (mg),Cholesterol (mg),Tryptophan (mg/g N),,Alanine (mg/g N),,Arginine (mg/g N),,Aspartic acid (mg/g N),,Cystine plus cysteine (mg/g N),,Glutamic acid (mg/g N),,Glycine (mg/g N),,Histidine (mg/g N),,Isoleucine (mg/g N),,Leucine (mg/g N),,Lysine (mg/g N),,Methionine (mg/g N),,Phenylalanine (mg/g N),,Proline (mg/g N),,Serine (mg/g N),,Threonine (mg/g N),,Tyrosine (mg/g N),,Valine (mg/g N),,wiki,wiki (es)
F001322,18606,"Processed meat, commercially sterile (includes canned meats)","La carne procesada, comercialmente estéril (incluye carnes enlatadas)","Braised steak & onions, canned","carne y cebolla estofada, en lata",264,63,257,61,82.3,7.2,1.15,1.6,1.7,0.8,0,0.4,0.3,0.3,0,0,,,1,0,0,3.5,,,,,,,,,,,,4.5,4.5,,,,,,,,,,,,,,,12,,,,0.051,,2.7,0.55,,12,,,,,82,160,3.1,380,,,0.89,0,0,8,0,8,1,,,,0,0,0,1.29,1.29,,0,,0.1,0,0,0,0,0,0.3,0,0,0,0.4,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,,,0.1,0,,,3.3,0.05,0.6,0.01,25.3,0.37,1.4,0.02,18.1,0.27,,,0.2,0,,,0,0,,,0,0,49,0.72,,,0.8,0.01,,,4,0.06,0,0,38.1,0.56,0.2,0,0,0,0,0,43.1,0.64,,,,,2.5,0.04,0.6,0.01,,,0,0,,,,,0,0,0,0,0,0,,,0.2,2.94,0,0,0,0,0,0,0.2,2.94,,,0,0,,,3.5,0.05,0.2,2.944,,,3.8,55.94,0,25,66,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F002756,18605,"Processed delicatessen meat, poultry","carne delicatessen, aves","Chicken, processed luncheon meat, low or reduced fat","De pollo, carne de almuerzo procesada, bajo contenido de grasa o reducido",472,113,470,112,72.6,19.4,3.1,1.2,3,0.2,0,0,0,0.2,0,0,0,,0.2,0.2,0.2,4.2,,,,,,,,,,,,4.4,4.4,0.1,0,,1.2,0,,0,0,,,,,,,8,,,,0.036,,4.4,0.39,,22,0.037,,,,300,350,12.5,760,,,0.46,10,0,0,0,0,10,,,,0.015,0.065,6.7,3.77,10.47,0.9,0.12,,0.2,57,0,57,57,0,0,0,0.8,0,3.9,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,,,0.2,0,,,0.9,0.01,0.2,0,23.6,0.28,0.2,0,7.5,0.09,,,0,0,,,0,0,,,0,0,32.75,0.39,,,0.2,0,,,4.8,0.06,0.2,0,43.3,0.51,0.7,0.01,0,0,0,0,49.15,0.58,,,,,14.4,0.17,1.1,0.01,,,0,0.59,,,,,0.2,1.77,0,0,0.2,2.95,,,1,11.22,0.1,1.18,0,0,0.2,1.77,0.2,2.36,,,0.2,1.77,,,17.55,0.21,0.45,5.316,,,0.6,7.09,0,82,72,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domesticated bird kept by humans primarily as a food source,especie de ave doméstica
F004025,18502,"Frankfurts and saveloys, saturated fat content >5 g/100g","Frankfurts y saveloys, contenido de grasa saturada> 5 g / 100g","Frankfurt, cooked","Frankfurt, cocinado",1051,251,1037,248,58.7,14.3,2.29,19.9,2.6,1.8,0,,0.1,0.1,,,,,0.2,0,0,3.2,,,,,,,,,,,,3.4,3.4,,,,0,,,,,,,,,,,33,,,,,,7.7,2.3,,20,,,,,220,93,1.8,770,,,2.4,0,0,7,0,7,1,,,,0.08,0.11,2,2.33,4.33,,0.03,,1,1,0,1,1,1,0.3,0,0,0,0.32,0.2,,,,,,,,0.25,,,,,,,,,,,,,,,2,0.37,1,0.18,24,4.39,1,0.18,13,2.38,,,,,,,,,,,,,41,7.51,,,1,0.18,0,0,5,0.92,0,0,46,8.42,,,,,,,52,9.52,,,,,7,1.28,0.6,0.11,,,,,,,,,,,,,,,,,,,0,0,,,,,0.2,32.04,,,0,0,,,7.79,1.43,0.175,32.039,,,2.8,506.58,0,58,60,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"city in Hesse, Germany",ciudad más poblada del Estado federado de Hesse (Alemania)
F004299,18602,Ham ,jamón,"Ham, leg, lean","Jamón, pierna, inclinarse",467,112,453,108,73,17,2.73,2.5,4.5,1.8,0,0.2,0.2,0.5,0,0,,,0.9,0.9,0.9,1.1,,,,,,,,,,,,2,2,0,0,,2.5,0.1,,,,,,,0.7,2,0.1,9,17.7,1533,,0.062,,8.8,0.62,0.2,22,0.022,0,1,2,260,335,19.8,1250,,0.2,1.02,0,0,0,,0,0,,,,0.386,0.065,3.97,3.2,7.17,0.46,0.08,,0.6,23,0,23,23,0,0,0,0,0,0,0,,0,,0,,0,,0.05,0,0,0,0,0,0,0,0,0,0,0.3,0.01,0,0,1.4,0.03,0,0,23.7,0.54,0.3,0.01,11.5,0.26,,,0.1,0,0.2,0,0,0,0,0,0,0,37.58,0.85,,,0,0,0,0,3,0.07,0.2,0.01,45.2,1.02,0.6,0.01,0,0,0.2,0,49.24,1.12,,,,,10.8,0.24,0.3,0.01,,,0,0.56,,,,,0.2,3.96,0,0.56,0.1,2.83,,,1,21.8,0,0,0,0,0.3,6.78,0.2,3.39,,,0.2,5.14,,,13.06,0.3,0.377,8.531,,,0.3,6.78,0,70,69,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,processed pork foodstuff,producto alimenticio obtenido de las patas traseras del cerdo
F006675,13405,"Savoury pastry products, pies, rolls and envelopes","Sabrosos productos de pastelería, pasteles, bollos y sobres","Pie, steak & kidney, canned","Pie, carne y riñón, en lata",693,166,686,164,65.6,10,1.6,7.7,1.2,0.9,0,0,0,0,0.6,0,,,0.6,0.1,0.1,13,,,,,,,,,,,,13.6,13.6,,,,,,,,,,,,,,,7,,,,0.081,,5.3,1.4,,8,,,,,76,120,15,230,,,1.4,0,0,32,0,32,5,,,,0.03,0.1,1.6,1.6,3.2,,0.02,,3,42,0,42,42,0,0.1,0,0,0,0.28,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,,,0.2,0.02,,,2.7,0.2,0.4,0.03,35.7,2.61,0.8,0.06,12.6,0.92,,,0.3,0.02,,,0,0,,,0,0,52.7,3.86,,,0.6,0.04,,,2.7,0.2,0,0,35.2,2.58,0.1,0.01,0,0,0,0,38.6,2.82,,,,,4.7,0.34,0.5,0.04,,,0,0,,,,,0,0,0,0,0,0,,,0.3,21.94,0,0,0,0,0,0,0.2,14.63,,,0,0,,,5.7,0.42,0.2,14.63,,,2.5,182.88,0,110,59,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,baked dish,plato horneado
F007459,18602,Ham ,jamón,Prosciutto,Jamón,1224,293,1224,293,43.5,30.8,4.93,18.8,6.7,0,0,0,0.3,0,0,0,,,0.3,0,0,0,,,,,,,,,,,,0.3,0.3,,,,,,,,,,,,,,,10,,,,0.1,,2.7,0.84,,22,,,,,220,410,22,1700,,,2.3,0,0,0,0,0,0,,,,0.88,0.24,6.6,5.96,12.56,,0.22,,0.4,30,0,30,30,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,0,0,0,0.1,0.02,,,0,0,,,1.3,0.23,0,0,23.8,4.21,0.4,0.07,12,2.12,,,0.2,0.04,,,0,0,,,0,0,37.8,6.68,,,0,0,,,2.8,0.5,0,0,47.4,8.38,0.9,0.16,0,0,0,0,51.1,9.03,,,,,8.3,1.47,0.6,0.11,,,0,0,,,,,0.4,70.69,0,0,0.1,17.67,,,0.4,70.69,0,0,0,0,0.1,17.67,0.1,17.67,,,0,0,,,10,1.77,0.1,17.672,,,0.5,88.36,0,180,71,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italian dry-cured ham,
F008112,18501,"Sausage, saturated fat content >5 g/100g","Salchicha, contenido de grasa saturada> 5 g / 100 g","Sausage, beef, raw","Salchichas, carne de res, crudo",987,236,987,236,61.6,14.5,2.32,18.7,2.4,0,0,0.1,0.3,0,0,0,,,0.4,0,0,2.5,,,,,,,,,,,,2.9,2.9,,,,,,,,,,,,,,,13,,,,0.08,,3.9,5.8,,11,0.19,,,,183,240,6.5,740,,,2.6,39,53,197,0,223,76,,,,0.023,0.08,3.8,2.11,5.91,0.18,0.1,,2.3,0,0,0,0,0,0.5,0,0.3,0,2,0.4,,,,,,,,0.37,0,0,0,0,0,0,0,0,,,0,0.01,0,0,3.4,0.6,0.5,0.09,26,4.62,1.5,0.27,17,3.03,0.1,0.02,0.1,0.02,,,0,0,,,0,0.01,48.77,8.67,,,0.8,0.14,0,0,3.5,0.62,0.6,0.11,38.6,6.86,0.2,0.04,0,0,0,0,43.65,7.76,,,,,1.7,0.3,0.4,0.08,,,0,0,,,0.6,106.66,0,0,0,0,0.1,11.85,,,0.1,10.16,0,0,0,0,0,0,0,2.22,,,0,0,,,2.84,0.5,0.013,2.222,0,0,2.9,509.6,0,51,54,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,food usually made from ground meat with a skin around it,embutido a base de carne picada
F008106,18501,"Sausage, saturated fat content >5 g/100g","Salchicha, contenido de grasa saturada> 5 g / 100 g","Sausage, beef, fried, no added fat","Salchichas, carne, fritos, grasas sin adición",947,226,945,226,59.8,16.4,2.62,16.2,2.6,0.4,0,0,0.2,0.2,0,0,,,0.4,0,0,3.6,,,,,,,,,,,,4,4,,,,,,,,,,,,0.2,2,0,11,3.6,,,0.102,,4.3,1.37,0.6,68,0.21,0,5.8,,200,1003,8.5,788,,6,3.05,26,51,170,0,195,59,,,,0,0.32,3.7,2.3,6,0.27,0.06,,2.8,0,0,0,0,1,0.5,0,0,0,0.5,0.5,,,,,,,,0.5,0,0,0,0,0,0,0.1,0.01,,,0,0.01,,,3.4,0.52,0.6,0.1,25.8,3.97,1.5,0.23,17.8,2.73,,,0.1,0.02,,,0,0,,,0,0.01,49.4,7.59,,,0.8,0.12,,,3.9,0.6,0,0,39,5.99,0.2,0.04,0,0,0,0,43.9,6.75,,,,,1.6,0.24,0.5,0.08,,,0,0,,,,,0,0,0,0,0,7.68,,,0.2,23.05,0,0,0,0,0,0,0.2,23.05,,,0,0,,,2.43,0.37,0.15,23.049,,,2.8,425.13,0,56,52,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,food usually made from ground meat with a skin around it,embutido a base de carne picada
F008107,18501,"Sausage, saturated fat content >5 g/100g","Salchicha, contenido de grasa saturada> 5 g / 100 g","Sausage, beef, grilled, no added fat","Salchichas, carne de vacuno, a la parrilla, la grasa sin adición",911,218,909,217,60,17.2,2.75,14.9,2.7,0.2,0,0,0.3,0.2,0,0,,,0.4,0,0,3.4,,,,,,,,,,,,3.8,3.8,,,,,,,0,,,,,0.2,2,0,9,5.5,,,0.069,,4.1,1.31,0.6,16,0.127,0,6.9,,171,206,7.2,795,,6,2.68,27,82,230,17,279,74,,,,0,0.08,4.2,2.7,6.9,0.28,0.06,,3,4,0,4,4,1,0.5,0,0,0,0.5,0.5,,0,,,,,,0.5,0,0,0,0,0,0,0,0,,,0.1,0.01,,,3.1,0.44,0.6,0.08,25.7,3.64,1.4,0.2,18.2,2.59,,,0.2,0.02,,,0,0,,,0,0,49.3,6.99,,,0.7,0.1,,,3.7,0.52,0,0,39.2,5.57,0.2,0.03,0,0,0,0,43.77,6.21,,,,,1.6,0.22,0.5,0.07,,,0,0,,,,,0,0,0,0,0,4.73,,,0.1,18.92,0,0,0,0,0,0,0.1,18.92,,,0,0,,,2.33,0.33,0.133,18.916,,,2.7,387.77,0,62,58,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,food usually made from ground meat with a skin around it,embutido a base de carne picada
F008119,18503,"Sausages, frankfurts and saveloys, saturated fat content ≤5 g/100g","Embutidos, frankfurts y saveloys, saturados contenido de grasa ≤5 g / 100g","Sausage, chicken, plain, fried, no added fat","Salchichas, pollo, sencillo, fritos, grasas sin adición",1660,397,1655,396,46.4,11.6,1.86,37.2,1.6,0.6,0,0,0.3,0.3,0.2,0,,,0.8,0,0,4.1,,,,,,,,,,,,4.9,4.9,,,,,,,,,,,,,,,14,,22,,0.04,0,2.7,0.8,,15,0.03,,,,124,143,11.6,677,,,0.87,75,0,0,0,0,75,,,,0.093,0.161,3.24,2.27,5.51,0.3,0.17,1.2,0.5,2,0,2,2,0,0,0,0.8,0,3.9,0.5,,,,,,,,0.45,0,0,0,0,0,0,0,0,,,0.2,0.07,,,1.3,0.46,0.2,0.07,22.7,8.01,0.4,0.14,7,2.47,,,0.4,0.14,,,0,0,,,0,0,32.2,11.36,,,0.4,0.14,,,6,2.12,,,46.7,16.48,0.5,0.18,0,0,0,0,53.6,18.92,,,,,12.5,4.41,1,0.35,,,0,0,,,,,0,0,0,0,0,0,,,0.1,35.29,0,0,0,0,0,0,0,0,,,0,0,,,13.6,4.8,0,0,,,0.6,211.76,0,84,72,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,food usually made from ground meat with a skin around it,embutido a base de carne picada
F008116,18503,"Sausages, frankfurts and saveloys, saturated fat content ≤5 g/100g","Embutidos, frankfurts y saveloys, saturados contenido de grasa ≤5 g / 100g","Sausage, chicken, flavoured, fried, no added fat","Salchichas, pollo, sabor, fritos, grasas sin adición",1660,397,1655,396,46.4,11.6,1.86,37.2,1.6,0.6,0,0,0.3,0.3,0.2,0,,,0.8,0,0,4.1,,,,,,,,,,,,4.9,4.9,,,,,,,,,,,,,,,14,,22,,0.04,0,2.7,0.8,,15,0.03,,,,124,143,11.6,707,,,0.87,75,0,0,0,0,75,,,,0.093,0.161,3.24,2.27,5.51,0.3,0.17,1.2,0.5,2,0,2,2,0,0,0,1,0,4.8,0.5,,,,,,,,0.45,0,0,0,0,0,0,0,0,,,0.2,0.07,,,1.3,0.46,0.2,0.07,22.7,8.01,0.4,0.14,7,2.47,,,0.4,0.14,,,0,0,,,0,0,32.2,11.36,,,0.4,0.14,,,6,2.12,,,46.7,16.48,0.5,0.18,0,0,0,0,53.6,18.92,,,,,12.5,4.41,1,0.35,,,0,0,,,,,0,0,0,0,0,0,,,0.1,35.29,0,0,0,0,0,0,0,0,,,0,0,,,13.6,4.8,0,0,,,0.6,211.76,0,84,72,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,food usually made from ground meat with a skin around it,embutido a base de carne picada
F008126,18603,"Fermented, comminuted meats (e.g. Salami)","Fermentados, carnes triturados (por ejemplo, salami)","Sausage, chorizo, uncooked","Salchicha, chorizo, sin cocer",1183,283,1179,282,51.5,20.1,3.22,22.1,4,0.5,0,0,0.8,0,0,0,,,0.8,0.1,0.1,0.4,,,,,,,,,,,,1.2,1.2,,,,,,,,,,,,,,,12,,,,0.1,,4.4,1.5,,19,,,,,220,300,23,1100,,,2.7,0,0,29,0,29,5,,,,0.46,0.14,4.5,3.35,7.85,,0.07,,0.7,65,0,65,65,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,,,0,0,,,1.3,0.27,0.1,0.02,22.9,4.76,0.5,0.1,13.5,2.8,,,0.2,0.04,,,0,0,,,0,0,38.5,8,,,0,0,,,2.5,0.52,0,0,44.1,9.16,0.9,0.19,0,0,0,0,47.5,9.87,,,,,10.1,2.1,0.7,0.14,,,0,0,,,,,0.5,103.87,0,0,0.1,20.77,,,0.4,83.1,0,0,0,0,0.1,20.77,0.1,20.77,,,0,0,,,12,2.49,0.1,20.774,,,1.2,249.29,0,140,61,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,food usually made from ground meat with a skin around it,embutido a base de carne picada
F008125,18603,"Fermented, comminuted meats (e.g. Salami)","Fermentados, carnes triturados (por ejemplo, salami)","Sausage, chorizo, fried, no added fat","Salchicha, chorizo, fritos, grasas sin adición",1245,298,1241,297,48.9,21.2,3.38,23.3,4.2,0.5,0,0,0.8,0,0,0,,,0.8,0.1,0.1,0.4,,,,,,,,,,,,1.3,1.3,,,,,,,,,,,,,,,11,,,,0.105,,3.7,1.03,,15,,,,,174,268,18.2,868,,,2.13,0,0,23,0,23,4,,,,0.315,0.111,3.55,3.53,7.08,,0.04,,0.5,21,0,21,21,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,,,0.28,,0.02,,5.01,,0.11,,2.95,,,,0.04,,,,0,,,,0,,8.42,,,,0,,,,0.55,,0,,9.64,,0.2,,0,,0,,10.39,,,,,,2.21,,0.15,,,,0,,,,,,109.34,,0,,21.87,,,,87.47,,0,,0,,21.87,,21.87,,,,0,,,,2.62,,21.867,,,,262.41,0,147,,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,food usually made from ground meat with a skin around it,embutido a base de carne picada
F008137,18501,"Sausage, saturated fat content >5 g/100g","Salchicha, contenido de grasa saturada> 5 g / 100 g","Sausage, lamb, plain, fried, no added fat","Salchichas, cordero, llano, fritos, grasas sin adición",946,226,943,225,60,15.6,2.5,16.1,2.6,0.4,0,0.4,0.6,0.3,0,0,,,1.3,0,0,3.6,,,,,,,,,,,,4.9,4.9,,,,,,,,,,,,,,,11,,,,,,4.3,1.37,,68,,,,,200,1003,8.5,1050,,,3.05,26,,170,,170,54,,,,0,0.32,0,2.19,2.19,,0.06,,2.8,0,0,0,0,1,0,0,0.2,0,1.2,0.5,,,,,,,,0.5,,,,,,,,,,,,,,,4.1,0.63,0.8,0.12,21.1,3.22,1.7,0.26,20.9,3.2,,,,,,,0,0,,,,,48.57,7.43,,,0.2,0.04,,,1.4,0.22,,,36.1,5.52,,,,,,,39.18,5.99,,,,,2.2,0.34,1.8,0.27,,,0.3,40.43,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0.3,43.9,,,0,0,,,4.52,0.69,0.287,43.897,1.43,219,2.8,423.21,0,56,52,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,food usually made from ground meat with a skin around it,embutido a base de carne picada
F008136,18501,"Sausage, saturated fat content >5 g/100g","Salchicha, contenido de grasa saturada> 5 g / 100 g","Sausage, lamb, flavoured, fried, no added fat","Salchichas, cordero, con sabor, fritos, grasas sin adición",946,226,943,225,60,15.6,2.5,16.1,2.6,0.4,0,0.4,0.6,0.3,0,0,,,1.3,0,0,3.6,,,,,,,,,,,,4.9,4.9,,,,,,,,,,,,,,,11,,,,,,4.3,1.37,,68,,,,,200,1003,8.5,770,,,3.05,26,,170,,170,54,,,,0,0.32,0,2.19,2.19,,0.06,,2.8,0,0,0,0,1,0,0,0.2,0,1.2,0.5,,,,,,,,0.5,,,,,,,,,,,,,,,4.1,0.63,0.8,0.12,21.1,3.22,1.7,0.26,20.9,3.2,,,,,,,0,0,,,,,48.57,7.43,,,0.2,0.04,,,1.4,0.22,,,36.1,5.52,,,,,,,39.18,5.99,,,,,2.2,0.34,1.8,0.27,,,0.3,40.43,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0.3,43.9,,,0,0,,,4.52,0.69,0.287,43.897,1.43,219,2.8,423.21,0,56,52,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,food usually made from ground meat with a skin around it,embutido a base de carne picada
F008143,18501,"Sausage, saturated fat content >5 g/100g","Salchicha, contenido de grasa saturada> 5 g / 100 g","Sausage, pork, fried, no added fat","Salchichas, carne de cerdo, frito, sin grasa añadida",1083,259,1072,256,55.4,16.5,2.64,19.4,2.9,1.4,0,0,0.4,0.1,0.2,0,,,0.7,0,0,3.8,,,,,,,,,,,,4.5,4.5,,,,,,,,,,,,,,,14,,,,0.11,,1.5,1.6,,20,0.24,,,,200,220,26.2,763,,,2.3,17,0,9,0,9,18,,,,0,0.16,3,3.27,6.27,,0.42,,0.6,10,0,10,10,0,0.3,0,0,0,0.32,0,,,,,,,,0,,,,,,,0.1,0.02,,,0.1,0.02,,,1.9,0.35,0.2,0.04,25.5,4.69,0.7,0.13,13.9,2.56,,,0.2,0.04,,,0,0,,,0.2,0.04,42.8,7.87,,,1,0.18,,,3.2,0.59,,,44.4,8.16,0.9,0.16,0,0,,,49.5,9.1,,,,,7.4,1.36,0.7,0.13,,,,,,,,,,,0.1,18.38,,,,,0.3,55.15,0,0,,,,,0.2,36.76,,,0,0,,,8.7,1.6,0.2,36.765,,,2.4,441.18,0,60,73,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,food usually made from ground meat with a skin around it,embutido a base de carne picada
F008740,18606,"Processed meat, commercially sterile (includes canned meats)","La carne procesada, comercialmente estéril (incluye carnes enlatadas)","Spam, canned","Correo no deseado, en lata",1238,296,1238,296,53.4,14.2,2.27,26.1,3.6,0,0,0,0,1.2,0,0,,,1.2,1.2,1.2,0.7,,,,,,,,,,,,1.9,1.9,,,,,,,,,,,,,,,5,,,,0.043,,4.7,0.51,,13,,,,,250,440,29,920,,,1.3,0,0,0,0,0,0,,,,0.08,0.02,2.7,2.23,4.93,,0.03,,0.2,88,0,88,88,29,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,,,0,0,,,1.2,0.3,0,0,21.7,5.38,0.4,0.1,11.2,2.78,,,0.2,0.05,,,0,0,,,0,0,34.7,8.6,,,0,0,,,1.9,0.47,0,0,39.5,9.79,0.7,0.17,0,0,0,0,42.1,10.44,,,,,19.9,4.93,0.7,0.17,,,0,0,,,,,0.9,223.16,0,0,0.1,24.8,,,0.3,74.38,0,0,0,0,0.2,49.59,0,0,,,0,0,,,22.1,5.48,0,0,,,0.5,123.98,0,97,58,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"unsolicited electronic messages, especially advertisements","mensajes no solicitados, no deseados o con remitente no conocido (correo anónimo), habitualmente de tipo publicitario"
F009450,18606,"Processed meat, commercially sterile (includes canned meats)","La carne procesada, comercialmente estéril (incluye carnes enlatadas)","Sausages & vegetables, canned","Embutidos y verduras, conservas",283,68,276,66,82.8,4,0.64,2.1,1.7,0.9,0,0.6,0.5,1.1,0,0,,,2.2,0.6,0.6,5.6,,,,,,,,,,,,7.8,7.8,,,,,,,,,,,,,,,10,,,,0.039,,7.9,0.53,,9,,,,,48,170,1.3,320,,,0.39,0,100,270,0,320,53,,,,0,0.02,0,0.49,0.49,,0,,0,158,0,158,158,0,0.1,0,0,0,0.08,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,,,0.2,0,,,2.2,0.04,0.5,0.01,23.5,0.47,1,0.02,15.4,0.31,,,0.2,0,,,0,0,,,0,0,43,0.86,,,0.5,0.01,,,3.9,0.08,0,0,40.8,0.81,0.3,0.01,0,0,0,0,45.5,0.91,,,,,6,0.12,1.3,0.03,,,0,0,,,,,0,0,0,0,0,0,,,0.2,3.99,0,0,0,0,0,0,0.2,3.99,,,0,0,,,7.7,0.15,0.2,3.99,,,3.3,65.84,0,20,45,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F009452,18606,"Processed meat, commercially sterile (includes canned meats)","La carne procesada, comercialmente estéril (incluye carnes enlatadas)","Steak & vegetables, canned","Filete y verduras, conservas",258,62,249,60,84.4,4.4,0.7,1.9,1.6,1.2,0,0.4,0.3,1.1,0,0,,,1.8,1,1,4.4,,,,,,,,,,,,6.2,6.2,,,,,,,,,,,,,,,12,,,,0.053,,6.8,0.62,,11,,,,,75,200,2.1,320,,,0.81,0,63,150,0,182,30,,,,0,0.02,0,0.66,0.66,,0,,0,145,0,145,145,0,0,0,0,0,0.1,0,,0,,0,,0,,0,0,0,0,0,0.1,0,0.1,0,,,0.1,0,,,2.7,0.05,0.6,0.01,25.2,0.46,1.4,0.02,19.8,0.36,,,0.2,0,,,0,0,,,0,0,50.2,0.91,,,0.5,0.01,,,3.5,0.06,0,0,36.6,0.66,0.2,0,0,0,0,0,40.8,0.74,,,,,3,0.05,1,0.02,,,0,0,,,,,0,0,0,0,0,0,,,0.2,3.61,0,0,0,0,0,0,0.2,3.61,,,0,0,,,4.4,0.08,0.2,3.61,,,4.2,75.81,0,15,55,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cut of meat (e.g. beef, pork)",corte de carne
